timestamp,session_id,device_id,event_type,key,interval_ms
1777217809.9904287,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,backspace,161.36
1777217810.1340818,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,backspace,0.0
1777217810.1381044,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,b,147.68
1777217810.252943,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,b,0.0
1777217810.277903,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,l,139.8
1777217810.4230838,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,l,0.0
1777217810.445754,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,e,167.85
1777217810.6059825,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,e,0.0
1777217810.717898,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,",",272.14
1777217810.8455155,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,",",0.0
1777217810.8495266,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,space,131.63
1777217810.977959,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,space,0.0
1777217811.1588519,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,c,309.33
1777217811.2791111,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,c,0.0
1777217811.2821126,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,h,123.26
1777217811.3667347,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,a,84.62
1777217811.3900301,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,h,0.0
1777217811.4622488,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,a,0.0
1777217811.5747995,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,c,208.06
1777217811.638625,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,u,63.83
1777217811.6858509,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,c,0.0
1777217811.7263992,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,u,0.0
1777217811.8314,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,n,192.78
1777217811.949107,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,n,0.0
1777217811.9521074,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,e,120.71
1777217812.0537038,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,space,101.6
1777217812.0771265,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,e,0.0
1777217812.1825101,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,space,0.0
1777217812.638796,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,d,585.09
1777217812.6944187,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,d,0.0
1777217812.7902782,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,é,151.48
1777217812.8935692,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,é,0.0
1777217812.9735758,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,b,183.3
1777217813.021907,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,o,48.33
1777217813.0706728,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,b,0.0
1777217813.173782,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,o,0.0
1777217813.2471228,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,r,225.22
1777217813.374811,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,r,0.0
1777217813.4459405,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,a,198.82
1777217813.5740178,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,a,0.0
1777217813.902255,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,backspace,456.31
1777217814.0061226,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,backspace,0.0
1777217814.0091248,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,d,106.87
1777217814.1015127,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,d,0.0
1777217814.1173809,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,a,108.26
1777217814.2063131,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,n,88.93
1777217814.2296243,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,a,0.0
1777217814.3174736,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,n,0.0
1777217815.0060787,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,t,799.77
1777217815.1179698,session_20260426_163507_d68aa0,device_1b4e5cf7,key_release,t,0.0
1777217815.1497955,session_20260426_163507_d68aa0,device_1b4e5cf7,key_press,space,143.72
