timestamp,session_id,device_id,event_type,x,y,button,delta_x,delta_y,speed
1777217746.5725563,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,59,,,,195.36
1777217746.5801375,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,60,,,,131.9
1777217746.5881367,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,61,,,,125.01
1777217746.5962062,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,64,,,,371.77
1777217746.6038005,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,66,,,,263.35
1777217746.6123729,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,67,,,,116.65
1777217746.6191444,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,69,,,,295.35
1777217746.6276834,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1777,70,,,,117.11
1777217746.6847713,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_press,1777,70,left,,,0.0
1777217746.836478,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_release,1777,70,left,,,0.0
1777217746.8910275,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1778,71,,,,5.37
1777217747.0197444,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1779,74,,,,24.57
1777217747.0281658,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1775,82,,,,1062.09
1777217747.0356982,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1769,88,,,,1126.51
1777217747.0442214,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1765,92,,,,663.7
1777217747.0515735,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1759,97,,,,1062.31
1777217747.0600893,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1749,107,,,,1660.69
1777217747.0676057,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1738,116,,,,1890.89
1777217747.0752814,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1726,124,,,,1878.96
1777217747.0838003,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1709,137,,,,2512.16
1777217747.092233,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1685,153,,,,3420.57
1777217747.099686,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1668,164,,,,2716.83
1777217747.1078317,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1651,177,,,,2627.23
1777217747.1153977,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1638,182,,,,1840.92
1777217747.1239827,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1626,192,,,,1819.52
1777217747.13241,session_20260426_163507_d68aa0,device_1b4e5cf7,mouse_move,1615,200,,,,1613.96
